ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9100MNCRVIC,,,,Manchester Victoria Rail Station,,,,,,-,,,,,,,E0057786,Manchester City Centre,Manchester,,,,,,1,UKOS,384000,399000,-2.24259943794,53.48746819921,RLY,,,,,,110,2006-09-08T14:30:00,2009-05-01T11:47:00,2,revise,active
9100MNKRISB,,,,Monks Risborough Rail Station,,,,,,-,,,,,,,E0000736,Monks Risborough,Princes Risborough,,,,,,1,UKOS,480937,204765,-0.82933364409,51.73576233964,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MNORBER,,,,Manorbier Rail Station,,,,,,-,,,,,,,E0054508,Manorbier,,,,,,,1,UKOS,207000,199400,-4.79183007416,51.66015819031,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MNRD,,,,Manor Road Rail Station,,,,,,-,,,,,,,E0029751,Hoylake,,,Wirral,,Hoylake,,1,UKOS,322200,389300,-3.17143762364,53.39477766321,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MNTVRNN,,,,Mount Vernon Rail Station,,,,,,-,,,,,,,ES002700,Mount Vernon,Glasgow,,,,,,1,UKOS,266485,662835,-4.13366917874,55.84020178002,RLY,,,,,,110,2006-09-08T14:30:00,2011-07-07T15:00:00,2,revise,active
9100MOBERLY,,,,Mobberley Rail Station,,,,,,-,,,,,,,E0044378,Mobberley,,,,,,,0,UKOS,377875,381410,-2.33366543277,53.32913920782,RLY,,,,,,110,2006-09-08T14:30:00,2011-11-02T15:45:00,3,revise,active
9100MOCHARD,,,,Morchard Road Rail Station,,,,,,-,,,,,,,E0007855,Morchard Road,,,,,,,1,UKOS,275000,105100,-3.77636580985,50.83189841843,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MONIFTH,,,,Monifieth Rail Station,,,,,,-,,,,,,,ES002649,Monifieth,,,,,,,1,UKOS,349700,732300,-2.81824747194,56.48011240796,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MONPELR,,,,Montpelier Rail Station,,,,,,-,,,,,,,E0035625,Montpelier,Bristol,,,,,,1,UKOS,359205,174540,-2.58868557875,51.46834920452,RLY,,,,,,110,2006-09-08T14:30:00,2009-01-19T11:15:00,2,revise,active
9100MONTRSE,,,,Montrose Rail Station,,,,,,-,,,,,,,ES002662,Montrose,,,,,,,1,UKOS,371200,758000,-2.47207416681,56.71279831658,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MORAR,,,,Morar Rail Station,,,,,,-,,,,,,,N0067936,Morar,,,,,,,1,UKOS,167800,793000,-5.82191769843,56.9697189042,RLY,,,,,,110,2006-09-08T14:30:00,2008-02-07T11:04:00,2,revise,active
9100MORCAME,,,,Morecambe Rail Station,,,,,,-,,,,,,,E0015996,Morecambe,,,,,,,1,UKOS,343210,464170,-2.86930803801,54.07031898178,RLY,,,,,,110,2006-09-08T14:30:00,2009-01-19T11:30:00,2,revise,active
9100MORDENS,,,,Morden South Rail Station,,,,,,-,,,,,,,N0060477,Morden,London,,,,,,1,UKOS,525360,167880,-0.19946091935,51.39611631236,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:10:00,2,revise,active
9100MORETON,,,,Moreton (Dorset) Rail Station,,,,,,-,,,,,,,E0045759,Moreton,,,,,,,1,UKOS,377960,89090,-2.31344966512,50.70103073103,RLY,,,,,,110,2006-09-08T14:30:00,2011-01-24T11:19:00,2,revise,active
9100MORFLDS,,,,Moorfields Rail Station,,,,,,-,,,,,,,E0057850,Liverpool,,,Liverpool,,City Centre,,1,UKOS,334340,390650,-2.98918778262,53.40856217035,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MORFNL,,,,Moorfields Rail Station,,,,,,-,,,,,,,E0057850,Liverpool,,,,,,,1,UKOS,334341,390650,-2.9891727421,53.40856229497,RLY,,,,,,110,2006-09-08T14:30:00,2007-11-13T16:00:00,2,revise,active
9100MORTHRP,,,,Moorthorpe Rail Station,,,,,,-,,,,,,,E0033227,Moorthorpe,South Elmsall,,,,,,1,UKOS,446100,411160,-1.30494699382,53.5949961282,RLY,,,,,,110,2006-09-08T14:30:00,2010-07-23T14:06:00,2,revise,active
9100MOSSLEY,,,,Mossley (Manchester) Rail Station,,,,,,-,,,,,,,E0029105,Mossley,,,,,,,1,UKOS,397360,402034,-2.04128191011,53.5149785282,RLY,,,,,,110,2006-09-08T14:30:00,2008-12-24T15:28:00,2,revise,active
9100MOTFONT,,,,Mottisfont & Dunbridge Rail Station,,,,,,-,,,,,,,E0013378,Dunbridge,,,,,,,1,UKOS,431855,126160,-1.54708477155,51.03392603175,RLY,,,,,,110,2006-11-17T09:19:00,2011-05-23T14:48:00,2,revise,active
9100MOTHRWL,,,,Motherwell Rail Station,,,,,,-,,,,,,,ES002695,Motherwell,,,,,,,1,UKOS,275054,657175,-3.99432531695,55.79167414536,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MOTNGHM,,,,Mottingham Rail Station,,,,,,-,,,,,,,E0034124,Mottingham,London,,,,,,1,UKOS,542580,173240,0.05005403153,51.44021818624,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:11:00,2,revise,active
9100MOTO,,,,Moreton (Merseyside) Rail Station,,,,,,-,,,,,,,E0057862,Moreton,,,Wirral,,Moreton,,1,UKOS,326074,390621,-3.11350197116,53.40720670502,RLY,,,,,,110,2006-09-08T14:30:00,2008-11-12T15:12:00,2,revise,active
9100MOTSPRP,,,,Motspur Park Rail Station,,,,,,-,,,,,,,E0034694,West Barnes,London,,,,,,1,UKOS,522575,167710,-0.23953069632,51.39519641359,RLY,,,,,,110,2006-09-08T14:30:00,2010-06-04T18:00:00,2,revise,active
9100MPRT,,,,Maryport Rail Station,,,,,,-,,,,,,,E0055491,Maryport,,,,,,,1,UKOS,303840,536170,-3.49407438498,54.7113194012,RLY,,,,,,110,2006-09-08T14:30:00,2011-03-07T14:33:00,2,revise,active
9100MRCH,,,,March Rail Station,,,,,,-,,,,,,,E0043702,March,,,,,,,1,UKOS,541857,297838,0.09119783325,52.55989383015,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100MRGT,,,,Moorgate Rail Station,,,,,,-,,,,,,,N0065179,Moorgate,City of London,,,,,,1,UKOS,532693,181683,-0.08894332957,51.51849144206,RLY,,,,,,110,2006-09-08T14:30:00,2010-06-04T17:57:00,3,revise,active
9100MRKSTEY,,,,Marks Tey Rail Station,,,,,,-,,,,,,,E0046262,Marks Tey,,,,,,,1,UKOS,591668,223925,0.78332750841,51.88093894522,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MRKTHRB,,,,Market Harborough Rail Station,,,,,,-,,,,,,,E0016684,Market Harborough,,,,,,,1,UKOS,474170,287425,-0.9093321733,52.47972179135,RLY,,,,,,110,2006-09-08T14:30:00,2010-10-13T14:22:00,2,revise,active
9100MRLY,,,,Morley Rail Station,,,,,,-,,,,,,,E0033229,Morley,,,,,,,1,UKOS,427070,428250,-1.59097671114,53.74992356034,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MRPTHRP,,,,Morpeth Rail Station,,,,,,-,,,,,,,E0049949,Morpeth,,,,,,,1,UKOS,420290,585385,-1.68307448768,55.1623761927,RLY,,,,,,110,2006-09-08T14:30:00,2010-12-20T11:20:00,2,revise,active
9100MRRYTON,,,,Merryton Rail Station,,,,,,-,,,,,,,ES002294,Larkhall,,,,,,,1,UKOS,275925,652365,-3.97825350947,55.74870651394,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MRSD,,,,Moorside Rail Station,,,,,,-,,,,,,,E0029089,Moorside,Swinton,,,,,,1,UKOS,376770,402235,-2.3517994151,53.51627407538,RLY,,,,,,110,2006-09-08T14:30:00,2008-12-24T15:27:00,2,revise,active
9100MRSK,,,,Marske Rail Station,,,,,,-,,,,,,,E0041544,Marske,,,,,,,1,UKOS,463500,521800,-1.01890967475,54.58741735667,RLY,,,,,,110,2006-09-08T14:30:00,2009-03-23T11:52:00,2,revise,active
9100MRSN,,,,Marsden Rail Station,,,,,,-,,,,,,,E0033154,Marsden,Huddersfield,,,,,,1,UKOS,404680,411849,-1.93074978354,53.6031861791,RLY,,,,,,110,2006-09-08T14:30:00,2008-05-28T13:34:00,2,revise,active
9100MRSTNGR,,,,Marston Green Rail Station,,,,,,-,,,,,,,E0031766,Marston Green,Solihull,,,,,,1,UKOS,416700,285500,-1.75560688006,52.46718898461,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MRTLKE,,,,Mortlake Rail Station,,,,,,-,,,,,,,E0034767,Mortlake,London,,,,,,1,UKOS,520465,175770,-0.26710557315,51.46808682788,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:11:00,2,revise,active
9100MRYHILL,,,,Maryhill Rail Station,,,,,,-,,,,,,,ES002551,Maryhill,Glasgow,,,,,,1,UKOS,256237,669560,-4.30074507717,55.89763073991,RLY,,,,,,110,2006-09-08T14:30:00,2010-10-13T14:37:00,3,revise,active
9100MRYLAND,,,,Maryland Rail Station,,,,,,-,,,,,,,N0060321,Stratford,London,,,,,,1,UKOS,539183,184927,0.00581521216,51.54608136286,RLY,,,,,,110,2006-09-08T14:30:00,2009-03-30T13:56:00,2,revise,active
9100MSELBGH,,,,Musselburgh Rail Station,,,,,,-,,,,,,,ES002734,Musselburgh,,,,,,,1,UKOS,333050,671690,-3.07320079768,55.933590872,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MSGT,,,,Moses Gate Rail Station,,,,,,-,,,,,,,E0029094,Moses Gate,Farnworth,,,,,,1,UKOS,373520,406670,-2.4011880513,53.55598206538,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MSLH,,,,Mossley Hill Rail Station,,,,,,-,,,,,,,E0029807,Mossley Hill,Liverpool,,Liverpool,,Mossley Hill,,1,UKOS,339200,387300,-2.91544302228,53.37903763319,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MSSD,,,,Moss Side Rail Station,,,,,,-,,,,,,,E0015847,Moss Side,,,,,,,1,UKOS,337940,430260,-2.94293451675,53.76497617938,RLY,,,,,,110,2006-09-08T14:30:00,2011-02-07T16:32:00,2,revise,active
9100MSSPARK,,,,Mosspark Rail Station,,,,,,-,,,,,,,ES002692,Mosspark,Glasgow,,,,,,1,UKOS,253050,663340,-4.34829254695,55.84082941019,RLY,,,,,,110,2006-09-08T14:30:00,2011-07-07T14:06:00,2,revise,active
9100MSTN,,,,Moston Rail Station,,,,,,-,,,,,,,N0075088,Moston,Manchester,,,,,,0,UKOS,388759,402986,-2.17102283331,53.52341999822,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-17T13:56:00,3,revise,active
9100MSTONEB,,,,Maidstone Barracks Rail Station,,,,,,-,,,,,,,E0056051,Maidstone,,,,,,,1,UKOS,575440,156115,0.51396025465,51.27716948482,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MSTONEE,,,,Maidstone East Rail Station,,,,,,-,,,,,,,E0056051,Maidstone,,,,,,,1,UKOS,575949,156206,0.52129516596,51.27783011415,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100MSTONEW,,,,Maidstone West Rail Station,,,,,,-,,,,,,,E0056051,Maidstone,,,,,,,1,UKOS,575592,155374,0.5157735375,51.27046619349,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100MTFL,,,,Mount Florida Rail Station,,,,,,-,,,,,,,N0068166,Mount Florida,Glasgow,,,,,,1,UKOS,258455,661570,-4.26113153347,55.82655503238,RLY,,,,,,110,2006-09-08T14:30:00,2011-02-14T14:11:00,2,revise,active
9100MTHRNGH,,,,Metheringham Rail Station,,,,,,-,,,,,,,E0056234,Metheringham,,,,,,,1,UKOS,507700,361400,-0.39145306749,53.13887987498,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100MTIMER,,,,Mortimer Rail Station,,,,,,-,,,,,,,E0055207,Mortimer,,,,,,,1,UKOS,467233,164110,-1.03550996916,51.37207866744,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100MUIREND,,,,Muirend Rail Station,,,,,,-,,,,,,,N0068167,Muirend,Glasgow,,,,,,1,UKOS,257562,659695,-4.27439172985,55.80945879385,RLY,,,,,,110,2006-09-08T14:30:00,2011-07-07T13:51:00,2,revise,active
9100MUROORD,,,,Muir of Ord Rail Station,,,,,,-,,,,,,,ES002713,Muir of Ord,,,,,,,1,UKOS,252742,850189,-4.4602329673,57.51784758384,RLY,,,,,,110,2006-09-08T14:30:00,2010-02-25T14:36:00,2,revise,active
9100MWRWSTN,,,,Meridian Water Rail Station,,,,,,Meridian Way,,,,,,,E0034318,Upper Edmonton,London,,,,,,0,UKOS,535061,191940,-0.05089766084,51.61010187803,RLY,,,,,,110,2019-05-07T16:06:10,2019-05-07T16:06:10,1,new,active
9100MYTHLMR,,,,Mytholmroyd Rail Station,,,,,,-,,,,,,,E0033244,Mytholmroyd,Hebden Bridge,,,,,,1,UKOS,401323,425845,-1.98142575446,53.72900286331,RLY,,,,,,110,2006-09-08T14:30:00,2008-05-28T13:35:00,2,revise,active
9100NABT,,,,Newton Abbot Rail Station,,,,,,-,,,,,,,E0045505,Newton Abbot,,,,,,,1,UKOS,286752,71200,-3.59916680373,50.52958553738,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NAFERTN,,,,Nafferton Rail Station,,,,,,-,,,,,,,E0053083,Nafferton,,,,,,,1,UKOS,505860,458450,-0.38607599699,54.01122262336,RLY,,,,,,110,2006-09-08T14:30:00,2011-05-23T15:11:00,2,revise,active
9100NAILSEA,,,,Nailsea & Backwell Rail Station,,,,,,-,,,,,,,E0053579,Nailsea,,,,,,,1,UKOS,347900,169200,-2.75063384005,51.41940820481,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NAIRN,,,,Nairn Rail Station,,,,,,-,,,,,,,ES002743,Nairn,,,,,,,1,UKOS,288160,856010,-3.87200004631,57.58024558648,RLY,,,,,,110,2006-09-08T14:30:00,2010-02-25T14:36:00,2,revise,active
9100NANTWCH,,,,Nantwich Rail Station,,,,,,-,,,,,,,E0044325,Nantwich,,,,,,,1,UKOS,365320,351940,-2.51895919262,53.06357184578,RLY,,,,,,110,2006-09-08T14:30:00,2011-11-02T15:46:00,2,revise,active
9100NARBRO,,,,Narborough Rail Station,,,,,,-,,,,,,,E0047599,Narborough,,,,,,,1,UKOS,454090,297350,-1.20334605098,52.57129315451,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NAVGTNR,,,,Navigation Road Rail Station,,,,,,-,,,,,,,N0075095,Navigation Road,Altrincham,,,,,,1,UKOS,377261,388782,-2.34341713394,53.39537592117,RLY,,,,,,110,2006-09-08T14:30:00,2008-12-24T15:28:00,4,revise,active
9100NBARNET,,,,New Barnet Rail Station,,,,,,-,,,,,,,E0033978,New Barnet,London,,,,,,1,UKOS,526500,196000,-0.1729970807,51.64857458093,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NBCKNHM,,,,New Beckenham Rail Station,,,,,,-,,,,,,,E0034125,New Beckenham,London,,,,,,1,UKOS,536720,170470,-0.03527342593,51.41676962115,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NBERWCK,,,,North Berwick Rail Station,,,,,,-,,,,,,,ES002849,North Berwick,,,,,,,1,UKOS,354590,685150,-2.73074161077,56.05703616509,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NBRWGE,,,,Newbridge Rail Station,,,,,,-,,,,,,,E0053986,Newbridge,,,,,,,0,UKOS,321053,196956,-3.14288514679,51.66581544774,RLY,,,,,,110,2008-01-10T13:33:00,2008-01-10T13:50:00,1,revise,active
9100NBTN,,,,New Brighton Rail Station,,,,,,-,,,,,,,E0029811,New Brighton,Wallasey,,Wirral,,New Brighton,,1,UKOS,330480,393914,-3.04796467635,53.43740063626,RLY,,,,,,110,2006-09-08T14:30:00,2008-11-12T15:14:00,2,revise,active
9100NCRAGHA,,,,Newcraighall Rail Station,,,,,,-,,,,,,,N0067202,Newcraighall,Edinburgh,,,,,,1,UKOS,331947,671655,-3.09084339061,55.93312139814,RLY,,,,,,110,2006-09-08T14:30:00,2014-10-22T14:42:00,3,revise,active
9100NDULWCH,,,,North Dulwich Rail Station,,,,,,-,,,,,,,N0060436,Dulwich Village,Dulwich,,,,,,1,UKOS,532950,174570,-0.08791747267,51.45451033042,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEATH,,,,Neath Rail Station,,,,,,-,,,,,,,E0054428,Neath,,,,,,,1,UKOS,275100,197500,-3.80721896671,51.66236095463,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEEDHAM,,,,Needham Market Rail Station,,,,,,-,,,,,,,E0051446,Needham Market,,,,,,,1,UKOS,609110,254880,1.05525990527,52.15258957408,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEILSTN,,,,Neilston Rail Station,,,,,,-,,,,,,,ES002751,Neilston,,,,,,,1,UKOS,247900,657080,-4.42695225333,55.78303770973,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NESTON,,,,Neston Rail Station,,,,,,-,,,,,,,E0001818,Neston,,,,,,,1,UKOS,329235,377737,-3.06307612447,53.2918511335,RLY,,,,,,110,2006-09-08T14:30:00,2011-03-24T16:46:00,2,revise,active
9100NETHRTN,,,,Nethertown Rail Station,,,,,,-,,,,,,,E0005665,Nethertown,,,,,,,1,UKOS,298585,507910,-3.56583766431,54.45641602619,RLY,,,,,,110,2006-09-08T14:30:00,2011-03-07T14:33:00,2,revise,active
9100NETLEY,,,,Netley Rail Station,,,,,,-,,,,,,,E0012880,Netley,,,,,,,1,UKOS,446400,108585,-1.34190280622,50.8749092475,RLY,,,,,,110,2006-09-08T14:30:00,2011-05-23T14:48:00,2,revise,active
9100NEWANG,,,,Newark North Gate Rail Station,,,,,,-,,,,,,,E0050159,Newark,,,,,,,1,UKOS,480488,354510,-0.79985451326,53.08175794912,RLY,,,,,,110,2006-09-08T14:30:00,2011-10-25T12:00:00,2,revise,active
9100NEWBRYR,,,,Newbury Racecourse Rail Station,,,,,,-,,,,,,,E0055208,Newbury,,,,,,,1,UKOS,448252,166830,-1.30779905459,51.39846065246,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWBURY,,,,Newbury Rail Station,,,,,,-,,,,,,,E0055208,Newbury,,,,,,,1,UKOS,447205,166730,-1.32286108926,51.39764943456,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWCLEE,,,,New Clee Rail Station,,,,,,-,,,,,,,E0039815,East Marsh,Grimsby,,,,,,1,UKOS,528500,410390,-0.06081258567,53.57437901509,RLY,,,,,,110,2006-09-08T14:30:00,2011-05-23T14:54:00,3,revise,active
9100NEWHVNH,,,,Newhaven Harbour Rail Station,,,,,,-,,,,,,,E0046047,Newhaven,,,,,,,1,UKOS,544943,100926,0.05499305371,50.78979170405,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWHVNT,,,,Newhaven Town Rail Station,,,,,,-,,,,,,,E0046047,Newhaven,,,,,,,1,UKOS,544924,101489,0.05494556966,50.7948560024,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWLANE,,,,New Lane Rail Station,,,,,,-,,,,,,,E0016506,New Lane,,,,,,,1,UKOS,342690,413140,-2.8677159849,53.61166251489,RLY,,,,,,110,2006-09-08T14:30:00,2011-02-07T16:33:00,2,revise,active
9100NEWMLDN,,,,New Malden Rail Station,,,,,,-,,,,,,,E0034617,New Malden,London,,,,,,1,UKOS,521410,168670,-0.25593955245,51.40407461689,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWNGTN,,,,Newington Rail Station,,,,,,-,,,,,,,E0047311,Newington,,,,,,,1,UKOS,585914,164965,0.66857061491,51.35334168187,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWPRTE,,,,Newport (Essex) Rail Station,,,,,,-,,,,,,,E0046418,Newport,,,,,,,1,UKOS,552231,233584,0.21514056898,51.97986956655,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWQUAY,,,,Newquay Rail Station,,,,,,-,,,,,,,E0044645,Newquay,,,,,,,1,UKOS,181590,61770,-5.0756542633,50.41509520552,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWSGAT,,,,New Southgate Rail Station,,,,,,-,,,,,,,E0034306,New Southgate,London,,,,,,1,UKOS,528670,192220,-0.14303783149,51.61411356185,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NEWXGEL,,,,New Cross Gate ELL Rail Station,,,,,,-,,,,,,,N0065180,New Cross Gate,London,,,,,,0,UKOS,536189,176950,-0.04041330202,51.47512847719,RLY,,,,,,110,2010-06-07T11:40:00,2010-06-07T11:42:00,1,revise,active
9100NEWXGTE,,,,New Cross Gate Rail Station,,,,,,-,,,,,,,N0065180,New Cross Gate,London,,,,,,1,UKOS,536190,176950,-0.04039891213,51.47512823668,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:11:00,3,revise,active
9100NHEY,,,,New Hey Rail Station (closed),,,,,,-,,,,,,,E0029132,Newhey,Rochdale,,,,,,1,UKOS,393785,411617,-2.09538848345,53.60108256334,RLY,,,,,,110,2006-09-08T14:30:00,2013-01-14T12:10:00,4,revise,inactive
9100NHOL,,,,New Holland Rail Station,,,,,,-,,,,,,,E0053535,New Holland,,,,,,,1,UKOS,508350,424080,-0.36021336375,53.70192124849,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NINIANP,,,,Ninian Park Rail Station,,,,,,-,,,,,,,E0053999,Canton,Cardiff,,,,,,1,UKOS,316640,175980,-3.20169377666,51.47661626859,RLY,,,,,,110,2006-09-08T14:30:00,2011-03-24T16:42:00,3,revise,active
9100NITSH,,,,Nitshill Rail Station,,,,,,-,,,,,,,N0068177,Nitshill,Glasgow,,,,,,1,UKOS,252210,660150,-4.35995867425,55.81193517622,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NLANRST,,,,North Llanrwst Rail Station,,,,,,-,,,,,,,E0054176,Llanrwst,,,,,,,1,UKOS,279520,362260,-3.80272737021,53.1438218977,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NLRTN,,,,Northallerton Rail Station,,,,,,-,,,,,,,E0049049,Northallerton,,,,,,,1,UKOS,436430,493200,-1.4412729874,54.33307201361,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NLSN,,,,Nelson Rail Station,,,,,,-,,,,,,,E0016082,Nelson,,,,,,,1,UKOS,386030,437660,-2.21375929722,53.83500634801,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NMBRLPK,,,,Northumberland Park Rail Station,,,,,,-,,,,,,,N0061137,Northumberland Park,London,,,,,,1,UKOS,534875,191030,-0.05393184293,51.60196906501,RLY,,,,,,110,2006-09-08T14:30:00,2012-01-06T16:52:00,4,revise,active
9100NMILTON,,,,New Milton Rail Station,,,,,,-,,,,,,,E0013234,New Milton,,,,,,,1,UKOS,424234,95184,-1.65781264824,50.75575287076,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100NMPTN,,,,Northampton Rail Station,,,,,,-,,,,,,,E0057589,Northampton,,,,,,,1,UKOS,474759,260486,-0.90665302241,52.23750044165,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NNTN,,,,Nuneaton Rail Station,,,,,,-,,,,,,,E0026040,Nuneaton,,,,,,,1,UKOS,436470,292190,-1.46387517652,52.52637056847,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NORBURY,,,,Norbury Rail Station,,,,,,-,,,,,,,E0034222,Norbury,London,,,,,,1,UKOS,530710,169720,-0.12192604338,51.4114457976,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NORMNTN,,,,Normanton Rail Station,,,,,,-,,,,,,,E0052881,Normanton,,,,,,,1,UKOS,438165,422830,-1.42340130968,53.70051892356,RLY,,,,,,110,2006-09-08T14:30:00,2010-07-23T14:07:00,2,revise,active
9100NORWDJ,,,,Norwood Junction Rail Station,,,,,,-,,,,,,,E0034236,South Norwood,London,,,,,,1,UKOS,534000,168200,-0.07522149976,51.39701904924,RLY,,,,,,110,2006-09-08T14:30:00,2008-07-04T18:06:00,2,revise,active
9100NPUD,,,,New Pudsey Rail Station,,,,,,-,,,,,,,E0033421,Pudsey,,,,,,,1,UKOS,421120,434290,-1.68079230061,53.80448387493,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NQNSFRY,,,,North Queensferry Rail Station,,,,,,-,,,,,,,ES002878,North Queensferry,,,,,,,1,UKOS,313150,680830,-3.39458458427,56.0125006427,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NRBERTH,,,,Narberth Rail Station,,,,,,-,,,,,,,E0054516,Narberth,,,,,,,1,UKOS,212050,214710,-4.72717510325,51.79936861559,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NRBITON,,,,Norbiton Rail Station,,,,,,-,,,,,,,E0034618,Norbiton,London,,,,,,1,UKOS,519435,169545,-0.28402495282,51.41235765572,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:13:00,2,revise,active
9100NRCH,,,,Norwich Rail Station,,,,,,-,,,,,,,E0057571,Norwich,,,,,,,1,UKOS,623900,308400,1.30682020524,52.62715355494,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100NRMNSBY,,,,Normans Bay Rail Station,,,,,,-,,,,,,,E0010658,Normans Bay,,,,,,,1,UKOS,568385,105672,0.3894616692,50.82610388025,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
